"Path","Drive","FileName","ExactUppercase","Length","LastWriteTimeUtc","Sha256","Classification","GitRoot","Branch","Head","Tracked"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-a-closure\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T13:45:30.0650715Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-a-current-ui\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T06:12:21.0027178Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-a-mobile-topbar-gap\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T12:20:18.0531422Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-d-denied-renderer\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T15:10:39.1882793Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-g-generator-replacement\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T08:28:10.2723454Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-p-revision-sync\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T06:12:20.4957534Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-r2-request-search\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T15:10:41.1155036Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-r-rv01-closure\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T13:45:30.5808932Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-t-static-contract\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T11:46:53.1365133Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-w-workspace-auth\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T13:45:29.6031580Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-recovery-4ded0bc2\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T04:01:59.5085228Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-rv01-post-review-truth\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T18:08:27.8166154Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-v5-functional-closure\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T16:47:00.5133182Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v082-s06-controlled-a3477ae-20260813-2338\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-13T15:39:59.8595110Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v082-s06-controlled-replacement-a3477ae-20260813-2348\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-13T15:45:08.4815957Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v082-s06-serial-full-lf-a3477ae-20260814-0015\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-13T16:06:13.5083030Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-disabled-enablement-gate-codex\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-17T12:54:24.8747745Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-gate-a-fixture-codex\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-17T10:15:51.4063352Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-id-c-source-projection-probe-codex\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-17T11:23:11.9057737Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v83-idc-gate-a-audit-prep-2026-08-16\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-16T14:34:57.5820728Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\worktrees\astral-bridge-agents-consolidation-001\AGENTS.md","D:\","AGENTS.md","True","15276","2026-08-19T02:57:30.5719886Z","b3bb68ac4b675caab7c0c248a667a2a1cdc2992d27653cf1275fd026db7486f2","MANAGED_REPLICA_CANDIDATE",,,,
"D:\Download\AGENTS.md","D:\","AGENTS.md","True","4973","2026-07-19T18:13:49.6612523Z","1744f504d6754308264d9aa7db75271e253af8a7ca39196ca8ea25e591662188","STALE_OWNED",,,,
